transaction_date,product_id,customer_id,store_id,quantity,Revenue
1/1/2007,869,3449,6,5,10.6
1/1/2007,1472,3449,6,3,6.6
1/1/2007,76,3449,6,4,6.76
1/1/2007,320,3449,6,3,9.78
1/1/2007,4,3449,6,4,14.56
1/1/2007,952,3449,6,4,11.64
1/1/2007,1222,3449,6,4,9.8
1/1/2007,517,7859,6,4,13.6
1/1/2007,1359,7859,6,4,4.96
1/1/2007,357,106,6,4,7.2
1/1/2007,1426,106,6,5,18.7
1/1/2007,190,106,6,4,14.96
1/1/2007,367,106,6,4,13.96
1/1/2007,250,106,6,5,12.95
1/1/2007,600,106,6,4,9.24
1/1/2007,702,8248,6,5,19.2
1/1/2007,786,8248,6,3,2.91
1/1/2007,536,8248,6,4,7.28
1/1/2007,1285,8248,6,4,7.48
1/1/2007,596,8248,6,3,1.92
1/1/2007,846,1906,6,2,3.42
1/1/2007,769,1906,6,4,2.36
1/1/2007,586,1906,6,3,4.26
1/1/2007,1135,1906,6,3,5.88
1/1/2007,1046,1906,6,2,3.32
1/1/2007,170,1906,6,4,12.8
1/1/2007,885,5802,6,4,5.52
1/1/2007,236,5802,6,3,5.43
1/1/2007,1039,5802,6,3,2.43
1/1/2007,603,5802,6,2,2.46
1/1/2007,616,4825,6,4,5.32
1/1/2007,1432,4825,6,4,7.2
1/1/2007,544,4825,6,2,5.9
1/1/2007,920,4825,6,2,1.46
1/1/2007,1349,4825,6,3,8.7
1/2/2007,1154,9213,11,4,6.8
1/2/2007,1208,1915,11,3,8.61
1/2/2007,399,1915,11,4,3.48
1/2/2007,1268,1915,11,2,2.6
1/2/2007,632,1915,11,3,2.49
1/2/2007,569,1915,11,3,9.48
1/2/2007,26,1915,11,2,1.76
1/2/2007,1241,1915,11,3,8.94
1/2/2007,66,1669,11,3,10.32
1/2/2007,969,4707,11,5,8.8
1/2/2007,386,4707,11,2,4.46
1/2/2007,576,4707,11,5,3.5
1/2/2007,199,6148,11,2,3.34
1/2/2007,309,6148,11,2,7.24
1/2/2007,392,6148,11,2,2.6
1/2/2007,143,6148,11,3,7.38
1/2/2007,892,6148,11,3,8.19
1/2/2007,203,6148,11,3,1.89
1/2/2007,750,2158,11,3,5.85
1/2/2007,1432,2158,11,4,7.2
1/2/2007,529,2158,11,3,6.57
1/2/2007,1265,2158,11,3,2.16
1/2/2007,916,7800,11,3,7.71
1/2/2007,933,7800,11,2,6.76
1/2/2007,883,7800,11,3,8.7
1/2/2007,1238,5302,11,3,4.41
1/2/2007,696,5302,11,3,2.16
1/2/2007,1039,3596,11,3,2.43
1/2/2007,1029,3596,11,4,6.72
1/2/2007,652,2047,11,3,5.01
1/2/2007,1075,1214,11,3,4.62
1/2/2007,26,1214,11,3,2.64
1/2/2007,469,1214,11,5,6.45
1/2/2007,1112,1214,11,2,7.16
1/2/2007,403,9062,11,2,3.1
1/2/2007,1312,9062,11,4,6.12
1/2/2007,509,8321,11,3,5.7
1/2/2007,579,8321,11,3,2.49
1/2/2007,1195,8321,11,3,4.98
1/2/2007,492,8321,11,3,5.31
1/2/2007,629,8321,11,3,1.65
1/2/2007,1255,3718,11,4,4.96
1/2/2007,1432,3718,11,3,5.4
1/2/2007,1315,3718,11,3,5.34
1/2/2007,107,3718,11,4,7.24
1/2/2007,616,3718,11,3,3.99
1/3/2007,1060,4728,7,3,8.61
1/3/2007,810,4728,7,4,2.28
1/3/2007,1,4728,7,4,11.4
1/3/2007,457,4728,7,2,4.52
1/3/2007,234,4728,7,3,8.1
1/3/2007,1140,1928,7,3,7.68
1/3/2007,957,1928,7,3,8.91
1/3/2007,1506,1928,7,2,6.86
1/3/2007,1417,1928,7,2,7.22
1/3/2007,681,964,7,3,6.9
1/3/2007,365,964,7,4,15.84
1/3/2007,1313,964,7,4,15.68
1/3/2007,688,1215,7,2,4.74
1/3/2007,1144,1215,7,3,2.55
1/3/2007,921,1215,7,3,4.05
1/3/2007,445,1215,7,3,10.38
1/3/2007,1460,1215,7,3,6.39
1/3/2007,1531,1215,7,2,1.02
1/3/2007,588,1215,7,2,3.08
1/3/2007,584,404,7,3,7.77
1/3/2007,628,404,7,2,2.8
1/3/2007,345,9019,7,4,8.44
1/3/2007,202,9019,7,2,2.98
1/3/2007,218,9019,7,4,13.76
1/3/2007,168,9019,7,3,3.78
1/3/2007,318,9019,7,4,9.88
1/3/2007,1198,9552,7,3,10.29
1/3/2007,815,9552,7,3,2.76
1/3/2007,819,9552,7,4,11.08
1/3/2007,77,9552,7,2,5.6
1/3/2007,333,9552,7,4,5.28
1/3/2007,709,9552,7,3,1.71
1/3/2007,93,2760,7,2,1.92
1/3/2007,283,2760,7,4,10.92
1/3/2007,859,2760,7,4,5.24
1/3/2007,1102,2760,7,2,3.8
1/3/2007,929,7459,7,3,1.59
1/3/2007,447,5220,7,2,5.76
1/3/2007,923,255,7,3,4.32
1/3/2007,1299,255,7,2,5.52
1/3/2007,457,9883,7,4,9.04
1/3/2007,1139,9883,7,3,8.58
1/3/2007,236,9883,7,3,5.43
1/3/2007,873,8124,7,3,7.05
1/3/2007,1449,8124,7,2,1.74
1/3/2007,1206,9390,7,2,6.86
1/3/2007,37,9390,7,3,4.77
1/3/2007,571,5717,7,4,5
1/3/2007,1186,5717,7,2,3.36
1/3/2007,483,5717,7,3,5.82
1/3/2007,427,240,7,2,4.28
1/3/2007,1203,240,7,3,4.38
1/3/2007,1559,4544,7,3,4.86
1/3/2007,510,4544,7,2,1.22
1/3/2007,953,4544,7,4,10.96
1/3/2007,135,4544,7,3,11.67
1/3/2007,1323,4544,7,2,5.88
1/3/2007,48,4544,7,4,7.52
1/3/2007,551,6466,7,4,12.84
1/3/2007,75,6466,7,5,3.4
1/3/2007,1090,6466,7,4,8.6
1/3/2007,1161,6466,7,4,14.36
1/3/2007,1023,2869,7,3,4.92
1/3/2007,681,2869,7,4,9.2
1/3/2007,864,213,7,2,3.26
1/3/2007,1093,213,7,3,8.43
1/3/2007,1136,213,7,4,14.44
1/3/2007,826,240,7,2,3.66
1/3/2007,377,240,7,2,4.2
1/3/2007,581,240,7,4,11.36
1/3/2007,797,240,7,4,8.76
1/3/2007,820,4016,7,3,2.1
1/3/2007,810,4016,7,4,2.28
1/3/2007,427,4016,7,4,8.56
1/3/2007,431,4016,7,3,2.88
1/3/2007,1246,4016,7,3,4.62
1/3/2007,1502,4016,7,2,5.62
1/3/2007,385,5736,7,4,6.24
1/3/2007,1360,5736,7,3,7.26
1/3/2007,1550,5736,7,3,5.43
1/3/2007,568,5736,7,3,9.99
1/3/2007,811,5736,7,3,8.91
1/3/2007,495,5736,7,4,4.68
1/3/2007,1443,5736,7,4,8.68
1/3/2007,534,7223,7,3,10.14
1/3/2007,911,7223,7,2,3.94
1/3/2007,1340,7223,7,2,5.14
1/3/2007,784,7223,7,3,1.56
1/3/2007,1306,7223,7,4,9.88
1/3/2007,884,7223,7,4,10.4
1/3/2007,671,6439,7,5,14.65
1/3/2007,62,6439,7,5,19.1
1/3/2007,332,6439,7,2,4.42
1/3/2007,349,6439,7,4,9.36
1/3/2007,299,6439,7,3,5.04
1/3/2007,28,1632,7,3,11.73
1/3/2007,432,1632,7,3,7.05
1/3/2007,49,1632,7,2,6.76
1/3/2007,1197,1632,7,3,9.42
1/3/2007,455,1632,7,4,6.72
1/3/2007,838,3076,7,4,10.32
1/3/2007,1120,3076,7,3,5.13
1/3/2007,272,3076,7,3,11.73
1/3/2007,213,3076,7,3,1.68
1/3/2007,1095,3076,7,4,6.32
1/3/2007,1151,3076,7,2,1.24
1/3/2007,1388,7795,7,3,5.25
1/3/2007,685,7795,7,4,6.12
1/3/2007,822,7795,7,4,7.44
1/3/2007,1238,7795,7,3,4.41
1/3/2007,835,6236,7,3,10.47
1/3/2007,1517,6236,7,3,1.74
1/3/2007,1028,6236,7,3,6.72
1/3/2007,1351,6236,7,2,3.34
1/3/2007,1527,6236,7,2,6.92
1/3/2007,1411,6236,7,2,3.8
1/3/2007,609,8296,7,2,5.18
1/3/2007,1058,2208,7,3,8.28
1/3/2007,515,2208,7,2,3.82
1/3/2007,172,2208,7,4,13.28
1/3/2007,788,2208,7,3,1.65
1/3/2007,498,2208,7,2,5.1
1/3/2007,841,1632,7,4,7.4
1/3/2007,1164,1632,7,3,5.13
1/3/2007,1341,1632,7,3,10.35
1/3/2007,1224,1632,7,4,4.96
1/3/2007,16,1632,7,3,11.49
1/3/2007,525,1632,7,3,8.55
1/3/2007,1200,1289,23,2,3.74
1/3/2007,245,1289,23,2,2.98
1/3/2007,1324,6105,23,3,9.93
1/3/2007,675,6105,23,3,10.77
1/3/2007,1064,6105,23,3,1.62
1/3/2007,1041,6105,23,3,2.13
1/3/2007,1524,6105,23,3,3.78
1/3/2007,721,5568,23,3,6.78
1/3/2007,99,5568,23,3,7.08
1/3/2007,522,4610,23,4,6.52
1/3/2007,698,4610,23,3,6.99
1/3/2007,815,9667,23,3,2.76
1/3/2007,232,9667,23,2,5.26
1/3/2007,422,9667,23,3,11.01
1/3/2007,998,9667,23,2,2.5
1/3/2007,146,588,23,2,7.66
1/3/2007,1068,588,23,3,6.33
1/3/2007,1005,588,23,5,13.7
1/3/2007,463,588,23,4,5
1/3/2007,752,9512,23,2,1.7
1/3/2007,396,9512,23,4,12.96
1/3/2007,473,8577,23,5,3.65
1/3/2007,502,8577,23,3,9.51
1/3/2007,1145,8577,23,4,6.28
1/3/2007,1189,8577,23,2,1.52
1/3/2007,1471,8577,23,2,3.1
1/3/2007,623,8577,23,4,7.2
1/3/2007,53,8577,23,4,14.44
1/3/2007,759,9063,23,3,5.67
1/3/2007,1175,9063,23,3,5.19
1/3/2007,1485,9063,23,3,4.5
1/3/2007,969,9063,23,3,5.28
1/3/2007,959,9063,23,3,4.5
1/3/2007,649,1802,23,3,7.65
1/3/2007,1092,1802,23,3,7.14
1/4/2007,1007,8762,14,2,4.54
1/4/2007,518,8762,14,1,1.36
1/5/2007,337,6280,2,2,1.5
1/5/2007,1512,6280,2,3,1.62
1/5/2007,963,4018,2,1,2.4
1/5/2007,181,4018,2,3,2.79
1/5/2007,1383,4018,2,2,5.18
1/5/2007,1306,4018,2,3,7.41
1/5/2007,1196,1418,2,2,5.84
1/5/2007,360,1418,2,2,2.62
1/5/2007,1242,1418,2,2,3.96
1/5/2007,154,1418,2,1,1.96
1/5/2007,483,4382,2,2,3.88
1/5/2007,77,1293,2,2,5.6
1/5/2007,533,1293,2,2,4.84
1/5/2007,310,1293,2,1,0.76
1/5/2007,1392,1293,2,1,0.83
1/5/2007,1026,3480,7,4,8.52
1/5/2007,83,3480,7,3,11.64
1/5/2007,1352,3480,7,4,10.6
1/5/2007,1076,3480,7,4,12.96
1/5/2007,1492,3480,7,2,3.04
1/5/2007,244,3480,7,2,5.4
1/5/2007,590,7300,7,5,9.65
1/5/2007,634,7300,7,4,10.12
1/5/2007,917,7300,7,3,3.36
1/5/2007,1212,7300,7,5,2.65
1/5/2007,1056,7300,7,2,5.86
1/5/2007,380,7300,7,5,6.1
1/5/2007,850,7300,7,4,5.32
1/5/2007,834,2890,7,4,11.84
1/5/2007,1462,2890,7,3,2.19
1/5/2007,307,2890,7,4,5.92
1/5/2007,721,10210,7,4,9.04
1/5/2007,631,10210,7,3,2.34
1/5/2007,1093,8782,7,3,8.43
1/5/2007,244,8782,7,3,8.1
1/5/2007,88,8782,7,3,2.58
1/5/2007,970,8782,7,3,9.33
1/5/2007,781,1023,7,3,11.85
1/5/2007,864,1023,7,3,4.89
1/5/2007,614,1023,7,3,11.34
1/5/2007,1363,1023,7,3,7.98
1/5/2007,1426,9507,7,3,11.22
1/5/2007,804,9507,7,3,6.63
1/5/2007,1526,9507,7,4,6.6
1/5/2007,504,9507,7,4,7.36
1/5/2007,678,5009,7,2,7.38
1/5/2007,2,5009,7,4,2.96
1/5/2007,59,5009,7,3,4.2
1/5/2007,1034,5009,7,3,8.73
1/5/2007,791,5648,7,4,8.6
1/5/2007,1540,5648,7,3,10.56
1/5/2007,851,5648,7,2,5.02
1/5/2007,215,5648,7,3,2.37
1/5/2007,152,5648,7,3,8.67
1/5/2007,841,1150,7,2,3.7
1/5/2007,1390,1150,7,4,7.64
1/5/2007,1300,1150,7,3,4.35
1/5/2007,425,1150,7,4,5.12
1/5/2007,1494,1150,7,4,6.72
1/5/2007,904,8154,7,3,4.5
1/5/2007,454,8154,7,3,2.79
1/5/2007,244,8154,7,3,8.1
1/5/2007,461,8154,7,5,13.6
1/5/2007,897,1599,7,3,1.62
1/5/2007,887,1599,7,3,5.4
1/5/2007,504,1599,7,3,5.52
1/5/2007,94,1599,7,3,1.86
1/5/2007,910,1599,7,2,3.68
1/5/2007,22,1599,7,2,4.58
1/5/2007,365,3632,7,5,19.8
1/5/2007,927,3632,7,4,2.52
1/5/2007,69,3632,7,4,12.4
1/5/2007,645,3632,7,4,13.28
1/5/2007,474,3632,7,3,10.56
1/5/2007,158,3632,7,4,6.32
1/5/2007,1107,3632,7,4,10.8
1/5/2007,612,5389,7,4,9.52
1/5/2007,574,5389,7,3,8.01
1/5/2007,1417,5389,7,2,7.22
1/5/2007,861,5389,7,2,4.9
1/5/2007,1383,5389,7,4,10.36
1/5/2007,961,5389,7,3,3.93
1/5/2007,1084,5389,7,2,2.74
1/5/2007,429,7841,7,5,7.55
1/5/2007,1123,7841,7,4,7.84
1/5/2007,1431,5380,7,2,5.64
1/5/2007,1208,5380,7,2,5.74
1/5/2007,732,5380,7,3,2.73
1/5/2007,189,5380,7,3,10.35
1/5/2007,259,5380,7,3,5.7
1/5/2007,322,1091,7,4,11.92
1/6/2007,1506,3476,3,5,17.15
1/6/2007,536,3476,3,5,9.1
1/6/2007,1472,3476,3,2,4.4
1/6/2007,636,3476,3,5,13.2
1/6/2007,1406,5158,3,3,1.68
1/6/2007,836,5158,3,3,3.54
1/6/2007,160,5158,3,3,6.39
1/6/2007,630,5158,3,3,8.4
1/6/2007,54,8003,3,2,5.86
1/6/2007,1362,8003,3,2,2.98
1/6/2007,553,8003,3,3,5.73
1/6/2007,1422,8003,3,3,6.69
1/6/2007,786,8003,3,3,2.91
1/6/2007,310,8003,3,3,2.28
1/6/2007,181,8003,3,3,2.79
1/6/2007,1432,2878,3,5,9
1/6/2007,317,2878,3,5,10.9
1/6/2007,960,2878,3,3,6.45
1/6/2007,1004,2878,3,2,5.74
1/6/2007,1287,2878,3,5,7
1/6/2007,24,2878,3,3,5.19
1/6/2007,900,753,3,3,5.58
1/6/2007,357,753,3,3,5.4
1/6/2007,427,753,3,2,4.28
1/6/2007,1043,753,3,3,4.71
1/6/2007,340,753,3,3,1.89
1/6/2007,477,753,3,3,2.58
1/6/2007,464,4234,3,5,17.8
1/6/2007,907,4234,3,3,10.26
1/6/2007,1550,4234,3,5,9.05
1/6/2007,1180,4234,3,3,11.7
1/6/2007,1463,4234,3,3,5.94
1/6/2007,614,4234,3,3,11.34
1/6/2007,458,4234,3,4,6
1/6/2007,1067,1005,3,3,5.22
1/6/2007,1483,1005,3,3,6.39
1/6/2007,1380,1005,3,3,10.86
1/6/2007,864,1005,3,3,4.89
1/6/2007,1267,1005,3,3,4.8
1/6/2007,957,1312,3,3,8.91
1/6/2007,1400,1312,3,3,2.58
1/6/2007,71,1312,3,2,5.52
1/6/2007,1310,6832,3,3,11.94
1/6/2007,1460,6832,3,3,6.39
1/6/2007,1011,6832,3,3,9.51
1/6/2007,1214,6832,3,4,5.28
1/6/2007,1431,6832,3,4,11.28
1/6/2007,368,6832,3,2,2.28
1/6/2007,206,2690,3,4,8.44
1/6/2007,927,2690,3,3,1.89
1/6/2007,1464,2690,3,3,8.88
1/6/2007,268,2690,3,2,3.46
1/6/2007,451,1622,3,3,5.34
1/6/2007,921,1622,3,2,2.7
1/6/2007,339,1622,3,4,5.6
1/6/2007,459,7590,24,3,1.92
1/6/2007,1235,7590,24,3,4.14
1/6/2007,33,3591,24,3,4.08
1/6/2007,543,3591,24,3,4.92
1/6/2007,986,3591,24,4,14
1/6/2007,70,3591,24,3,2.91
1/6/2007,1258,3591,24,2,1.22
1/6/2007,1541,3591,24,4,11.8
1/6/2007,486,10233,24,4,4.56
1/6/2007,10,10233,24,4,5.68
1/6/2007,1025,10233,24,3,4.35
1/6/2007,1096,10233,24,3,7.68
1/6/2007,1056,282,24,3,8.79
1/6/2007,1393,282,24,2,3.7
1/6/2007,18,8171,24,2,5.34
1/6/2007,247,8171,24,3,5.34
1/6/2007,290,8171,24,4,6.8
1/6/2007,573,8171,24,4,13.56
1/6/2007,1282,8171,24,4,13.76
1/6/2007,1239,7729,24,2,4.56
1/6/2007,430,7729,24,4,7.2
1/6/2007,1299,7729,24,4,11.04
1/6/2007,663,7729,24,3,5.28
1/6/2007,600,7729,24,4,9.24
1/6/2007,57,7729,24,4,2.44
1/6/2007,1272,7729,24,2,4.96
1/6/2007,957,2483,24,4,11.88
1/6/2007,42,2483,24,4,11.28
1/6/2007,85,2483,24,5,6.8
1/6/2007,368,2483,24,4,4.56
1/6/2007,1077,2483,24,3,11.04
1/6/2007,1034,3321,24,3,8.73
1/6/2007,225,3321,24,3,11.67
1/6/2007,1094,3321,24,4,15.08
1/6/2007,458,3321,24,5,7.5
1/6/2007,1539,3321,24,3,10.74
1/6/2007,1410,3321,24,4,6.88
1/6/2007,598,8161,24,3,4.56
1/6/2007,775,8161,24,3,2.85
1/6/2007,659,8161,24,4,12.84
1/6/2007,1008,8161,24,2,1.78
1/6/2007,1104,8161,24,4,9.8
1/6/2007,1547,8161,24,4,9.52
1/6/2007,66,8220,24,3,10.32
1/6/2007,815,8220,24,2,1.84
1/6/2007,1503,3257,24,4,11.76
1/6/2007,349,3257,24,3,7.02
1/6/2007,1524,3257,24,2,2.52
1/6/2007,1114,3257,24,3,10.26
1/6/2007,835,2265,24,3,10.47
1/6/2007,1184,2265,24,3,8.52
1/6/2007,136,2265,24,4,15.48
1/6/2007,579,2265,24,4,3.32
1/6/2007,1222,2265,24,2,4.9
1/6/2007,712,10233,24,3,11.61
1/6/2007,822,10233,24,3,5.58
1/6/2007,739,55,24,3,7.14
1/6/2007,1155,55,24,3,5.64
1/6/2007,1051,55,24,3,1.56
1/6/2007,986,8618,24,4,14
1/6/2007,803,8618,24,3,10.53
1/6/2007,1352,8618,24,4,10.6
1/6/2007,44,7130,24,2,5.86
1/6/2007,100,7130,24,4,7.8
1/6/2007,1075,7130,24,4,6.16
1/7/2007,1394,7348,11,4,10.12
1/7/2007,1477,7348,11,2,5.4
1/7/2007,1227,7348,11,3,8.43
1/7/2007,1450,4295,11,3,8.31
1/7/2007,895,4295,11,3,1.95
1/7/2007,1417,4295,11,3,10.83
1/7/2007,48,1429,13,3,5.64
1/7/2007,291,1429,13,3,6.66
1/7/2007,1533,1429,13,4,10
1/7/2007,924,1429,13,3,8.1
1/7/2007,880,5206,13,3,10.95
1/7/2007,497,5206,13,3,5.61
1/7/2007,501,5206,13,3,4.35
1/7/2007,1317,5206,13,3,6.78
1/7/2007,474,7733,13,4,14.08
1/7/2007,564,3776,13,3,1.98
1/7/2007,1446,3776,13,4,5.04
1/7/2007,358,3776,13,3,11.25
1/7/2007,1333,3776,13,3,2.79
1/7/2007,1523,3776,13,3,4.68
1/7/2007,787,4659,13,3,4.47
1/7/2007,444,4659,13,3,7.77
1/7/2007,1059,4659,13,2,4.56
1/7/2007,770,4659,13,3,5.49
1/7/2007,494,4659,13,3,5.79
1/7/2007,1436,1304,13,4,3.68
1/7/2007,55,1304,13,2,7
1/7/2007,1496,1304,13,3,7.41
1/7/2007,288,1304,13,4,11.44
1/7/2007,1203,6713,13,3,4.38
1/7/2007,754,6713,13,3,7.71
1/7/2007,544,6713,13,4,11.8
1/7/2007,760,6713,13,4,7.48
1/7/2007,111,6713,13,4,13.92
1/7/2007,418,5982,13,3,9.48
1/7/2007,381,5982,13,3,6.99
1/7/2007,1223,5982,13,2,1.18
1/7/2007,1252,4547,13,2,4.56
1/7/2007,23,7319,13,4,7
1/7/2007,1132,7319,13,3,4.98
1/7/2007,1335,7319,13,3,7.23
1/7/2007,1552,7319,13,2,5.4
1/7/2007,753,1660,13,3,5.67
1/7/2007,144,1660,13,3,1.53
1/7/2007,194,169,13,2,6.72
1/7/2007,265,169,13,4,14.44
1/7/2007,880,169,13,3,10.95
1/7/2007,177,169,13,3,4.98
1/7/2007,378,3882,13,3,3.33
1/7/2007,927,3882,13,3,1.89
1/7/2007,424,3882,13,4,5.8
1/7/2007,1233,9673,13,2,1.46
1/7/2007,651,9673,13,2,1.6
1/7/2007,840,9673,13,3,4.11
1/7/2007,1416,9673,13,2,5.56
1/7/2007,102,9673,13,4,9.8
1/7/2007,1343,9673,13,3,8.61
1/7/2007,701,9554,13,3,2.25
1/7/2007,690,9554,13,3,4.32
1/7/2007,1174,8644,13,3,6.81
1/7/2007,731,346,13,3,11.43
1/7/2007,312,346,13,3,6.39
